state,date,new_results_reported,total_results_reported,Longitude,Latitude
GA,11/10/2020,2474,350014,-83.426574,32.638481
MD,11/11/2020,3829,277926,-76.687282,38.946466
NY,11/11/2020,5311,628111,-75.59655,42.921241
GA,11/11/2020,2064,352078,-83.426574,32.638481
FL,11/11/2020,6421,1321549,-82.420978,28.260731
CA,11/11/2020,6016,1024331,-119.662127,37.211164
WA,11/11/2020,1437,106861,-120.592492,47.411715
OH,11/11/2020,8505,293047,-82.70936,40.415534
LA,11/11/2020,1562,299504,-91.840238,30.921314
WA,11/12/2020,1674,108535,-120.592492,47.411715
CA,11/12/2020,8224,1032555,-119.662127,37.211164
FL,11/12/2020,6652,1328201,-82.420978,28.260731
GA,11/12/2020,2659,354737,-83.426574,32.638481
OH,11/12/2020,8097,301144,-82.70936,40.415534
NY,11/12/2020,5795,633906,-75.59655,42.921241
LA,11/12/2020,2082,301586,-91.840238,30.921314
MD,11/12/2020,4943,282869,-76.687282,38.946466
WA,11/13/2020,1186,109721,-120.592492,47.411715
OH,11/13/2020,8547,309691,-82.70936,40.415534
GA,11/13/2020,2520,357257,-83.426574,32.638481
LA,11/13/2020,1807,303393,-91.840238,30.921314
NY,11/13/2020,5530,639436,-75.59655,42.921241
CA,11/13/2020,11349,1043904,-119.662127,37.211164
FL,11/13/2020,7488,1335689,-82.420978,28.260731
MD,11/13/2020,4322,287191,-76.687282,38.946466
MD,11/14/2020,3949,291140,-76.687282,38.946466
NY,11/14/2020,4252,643688,-75.59655,42.921241
OH,11/14/2020,7461,317152,-82.70936,40.415534
FL,11/14/2020,7004,1342693,-82.420978,28.260731
CA,11/14/2020,9895,1053799,-119.662127,37.211164
WA,11/14/2020,1346,111067,-120.592492,47.411715
GA,11/14/2020,1578,358835,-83.426574,32.638481
LA,11/14/2020,1352,304745,-91.840238,30.921314
GA,11/15/2020,979,359814,-83.426574,32.638481
MD,11/15/2020,4105,295245,-76.687282,38.946466
FL,11/15/2020,4790,1347483,-82.420978,28.260731
LA,11/15/2020,734,305479,-91.840238,30.921314
CA,11/15/2020,9007,1062806,-119.662127,37.211164
OH,11/15/2020,5617,322769,-82.70936,40.415534
WA,11/15/2020,1154,112221,-120.592492,47.411715
NY,11/15/2020,4593,648281,-75.59655,42.921241
FL,11/16/2020,7242,1354725,-82.420978,28.260731
LA,11/16/2020,1577,307056,-91.840238,30.921314
OH,11/16/2020,6257,329026,-82.70936,40.415534
NY,11/16/2020,4979,653260,-75.59655,42.921241
GA,11/16/2020,3104,362918,-83.426574,32.638481
WA,11/16/2020,1201,113422,-120.592492,47.411715
CA,11/16/2020,8025,1070831,-119.662127,37.211164
MD,11/16/2020,3931,299176,-76.687282,38.946466
GA,11/17/2020,2685,365603,-83.426574,32.638481
WA,11/17/2020,1491,114913,-120.592492,47.411715
FL,11/17/2020,8688,1363413,-82.420978,28.260731
OH,11/17/2020,9224,338250,-82.70936,40.415534
NY,11/17/2020,5677,658937,-75.59655,42.921241
CA,11/17/2020,12209,1083040,-119.662127,37.211164
MD,11/17/2020,4217,303393,-76.687282,38.946466
LA,11/17/2020,1501,308557,-91.840238,30.921314
MD,11/18/2020,5419,308812,-76.687282,38.946466
FL,11/18/2020,9138,1372551,-82.420978,28.260731
NY,11/18/2020,5963,664900,-75.59655,42.921241
GA,11/18/2020,2683,368286,-83.426574,32.638481
LA,11/18/2020,1882,310439,-91.840238,30.921314
WA,11/18/2020,1642,116555,-120.592492,47.411715
OH,11/18/2020,8437,346687,-82.70936,40.415534
CA,11/18/2020,15102,1098142,-119.662127,37.211164
GA,11/19/2020,2793,371079,-83.426574,32.638481
FL,11/19/2020,9694,1382245,-82.420978,28.260731
WA,11/19/2020,2047,118602,-120.592492,47.411715
NY,11/19/2020,6537,671437,-75.59655,42.921241
MD,11/19/2020,4328,313140,-76.687282,38.946466
CA,11/19/2020,14854,1112996,-119.662127,37.211164
LA,11/19/2020,2186,312625,-91.840238,30.921314
OH,11/19/2020,9219,355906,-82.70936,40.415534
MD,11/2/2020,1632,255068,-76.687282,38.946466
NY,11/2/2020,2240,594908,-75.59655,42.921241
FL,11/2/2020,3851,1271138,-82.420978,28.260731
OH,11/2/2020,3535,240468,-82.70936,40.415534
WA,11/2/2020,470,97703,-120.592492,47.411715
LA,11/2/2020,846,288939,-91.840238,30.921314
CA,11/2/2020,3505,974161,-119.662127,37.211164
GA,11/2/2020,1903,335299,-83.426574,32.638481
LA,11/20/2020,1755,314380,-91.840238,30.921314
NY,11/20/2020,6768,678205,-75.59655,42.921241
WA,11/20/2020,1854,120456,-120.592492,47.411715
FL,11/20/2020,8653,1390898,-82.420978,28.260731
GA,11/20/2020,2741,373820,-83.426574,32.638481
MD,11/20/2020,4222,317362,-76.687282,38.946466
CA,11/20/2020,15366,1128362,-119.662127,37.211164
OH,11/20/2020,9185,365091,-82.70936,40.415534
LA,11/21/2020,872,315252,-91.840238,30.921314
MD,11/21/2020,3422,320784,-76.687282,38.946466
CA,11/21/2020,14451,1142813,-119.662127,37.211164
OH,11/21/2020,8633,373724,-82.70936,40.415534
NY,11/21/2020,5419,683624,-75.59655,42.921241
FL,11/21/2020,7777,1398675,-82.420978,28.260731
WA,11/21/2020,1643,122099,-120.592492,47.411715
GA,11/21/2020,1626,375446,-83.426574,32.638481
GA,11/22/2020,992,376438,-83.426574,32.638481
LA,11/22/2020,530,315782,-91.840238,30.921314
OH,11/22/2020,7292,381016,-82.70936,40.415534
FL,11/22/2020,5825,1404500,-82.420978,28.260731
NY,11/22/2020,5460,689084,-75.59655,42.921241
MD,11/22/2020,2448,323232,-76.687282,38.946466
CA,11/22/2020,10220,1153033,-119.662127,37.211164
WA,11/22/2020,1342,123441,-120.592492,47.411715
CA,11/23/2020,6691,1159724,-119.662127,37.211164
WA,11/23/2020,1361,124802,-120.592492,47.411715
MD,11/23/2020,1693,324925,-76.687282,38.946466
GA,11/23/2020,3297,379735,-83.426574,32.638481
FL,11/23/2020,8474,1412974,-82.420978,28.260731
LA,11/23/2020,1615,317397,-91.840238,30.921314
OH,11/23/2020,7423,388439,-82.70936,40.415534
NY,11/23/2020,6458,695542,-75.59655,42.921241
NY,11/24/2020,8016,703558,-75.59655,42.921241
MD,11/24/2020,2955,327880,-76.687282,38.946466
OH,11/24/2020,9490,397929,-82.70936,40.415534
CA,11/24/2020,13374,1173098,-119.662127,37.211164
LA,11/24/2020,2065,319462,-91.840238,30.921314
FL,11/24/2020,9417,1422391,-82.420978,28.260731
GA,11/24/2020,3200,382935,-83.426574,32.638481
WA,11/24/2020,1494,126296,-120.592492,47.411715
WA,11/25/2020,1909,128205,-120.592492,47.411715
CA,11/25/2020,16976,1190074,-119.662127,37.211164
NY,11/25/2020,9483,713041,-75.59655,42.921241
GA,11/25/2020,3207,386142,-83.426574,32.638481
OH,11/25/2020,9381,407310,-82.70936,40.415534
MD,11/25/2020,4072,331952,-76.687282,38.946466
FL,11/25/2020,9436,1431827,-82.420978,28.260731
LA,11/25/2020,2741,322203,-91.840238,30.921314
OH,11/26/2020,7442,414752,-82.70936,40.415534
WA,11/26/2020,1630,129835,-120.592492,47.411715
GA,11/26/2020,458,386600,-83.426574,32.638481
LA,11/26/2020,1148,323351,-91.840238,30.921314
NY,11/26/2020,6828,719869,-75.59655,42.921241
FL,11/26/2020,6422,1438249,-82.420978,28.260731
MD,11/26/2020,5266,337218,-76.687282,38.946466
CA,11/26/2020,15813,1205887,-119.662127,37.211164
WA,11/27/2020,1409,131244,-120.592492,47.411715
FL,11/27/2020,7252,1445501,-82.420978,28.260731
CA,11/27/2020,13133,1219020,-119.662127,37.211164
MD,11/27/2020,4156,341374,-76.687282,38.946466
NY,11/27/2020,8793,728662,-75.59655,42.921241
LA,11/27/2020,1887,325238,-91.840238,30.921314
GA,11/27/2020,2505,389105,-83.426574,32.638481
OH,11/27/2020,7675,422427,-82.70936,40.415534
FL,11/28/2020,7802,1453303,-82.420978,28.260731
CA,11/28/2020,11757,1230777,-119.662127,37.211164
WA,11/28/2020,545,131789,-120.592492,47.411715
NY,11/28/2020,7644,736306,-75.59655,42.921241
OH,11/28/2020,7233,429660,-82.70936,40.415534
GA,11/28/2020,2257,391362,-83.426574,32.638481
LA,11/28/2020,1745,326983,-91.840238,30.921314
MD,11/28/2020,4419,345793,-76.687282,38.946466
CA,11/29/2020,12552,1243329,-119.662127,37.211164
GA,11/29/2020,1657,393019,-83.426574,32.638481
WA,11/29/2020,1649,133438,-120.592492,47.411715
LA,11/29/2020,1189,328172,-91.840238,30.921314
NY,11/29/2020,7647,743953,-75.59655,42.921241
OH,11/29/2020,6899,436559,-82.70936,40.415534
FL,11/29/2020,7159,1460462,-82.420978,28.260731
MD,11/29/2020,4697,350490,-76.687282,38.946466
NY,11/3/2020,1863,596771,-75.59655,42.921241
MD,11/3/2020,2158,257226,-76.687282,38.946466
OH,11/3/2020,4641,245109,-82.70936,40.415534
LA,11/3/2020,1154,290093,-91.840238,30.921314
GA,11/3/2020,1645,336944,-83.426574,32.638481
WA,11/3/2020,851,98554,-120.592492,47.411715
CA,11/3/2020,2392,976553,-119.662127,37.211164
FL,11/3/2020,5229,1276367,-82.420978,28.260731
CA,11/30/2020,15122,1258451,-119.662127,37.211164
WA,11/30/2020,1283,134721,-120.592492,47.411715
NY,11/30/2020,8307,752260,-75.59655,42.921241
LA,11/30/2020,2664,330836,-91.840238,30.921314
OH,11/30/2020,6588,443147,-82.70936,40.415534
MD,11/30/2020,4301,354791,-76.687282,38.946466
GA,11/30/2020,5219,398238,-83.426574,32.638481
FL,11/30/2020,9498,1469960,-82.420978,28.260731
MD,11/4/2020,2510,259736,-76.687282,38.946466
WA,11/4/2020,850,99404,-120.592492,47.411715
NY,11/4/2020,3249,600020,-75.59655,42.921241
GA,11/4/2020,1878,338822,-83.426574,32.638481
FL,11/4/2020,6377,1282744,-82.420978,28.260731
LA,11/4/2020,1255,291348,-91.840238,30.921314
CA,11/4/2020,4882,981435,-119.662127,37.211164
OH,11/4/2020,4720,249829,-82.70936,40.415534
OH,11/5/2020,5893,255722,-82.70936,40.415534
LA,11/5/2020,1440,292788,-91.840238,30.921314
GA,11/5/2020,1840,340662,-83.426574,32.638481
WA,11/5/2020,1063,100467,-120.592492,47.411715
CA,11/5/2020,7533,988968,-119.662127,37.211164
MD,11/5/2020,2825,262561,-76.687282,38.946466
FL,11/5/2020,6146,1288890,-82.420978,28.260731
NY,11/5/2020,3710,603730,-75.59655,42.921241
CA,11/6/2020,7819,996787,-119.662127,37.211164
WA,11/6/2020,1164,101631,-120.592492,47.411715
MD,11/6/2020,2705,265266,-76.687282,38.946466
FL,11/6/2020,6528,1295418,-82.420978,28.260731
GA,11/6/2020,1916,342578,-83.426574,32.638481
LA,11/6/2020,1408,294196,-91.840238,30.921314
NY,11/6/2020,3605,607335,-75.59655,42.921241
OH,11/6/2020,6044,261766,-82.70936,40.415534
CA,11/7/2020,8129,1004916,-119.662127,37.211164
LA,11/7/2020,859,295055,-91.840238,30.921314
MD,11/7/2020,1881,267147,-76.687282,38.946466
NY,11/7/2020,3604,610939,-75.59655,42.921241
OH,11/7/2020,5268,267034,-82.70936,40.415534
GA,11/7/2020,1383,343961,-83.426574,32.638481
FL,11/7/2020,5640,1301058,-82.420978,28.260731
WA,11/7/2020,1006,102637,-120.592492,47.411715
NY,11/8/2020,3648,614587,-75.59655,42.921241
FL,11/8/2020,3308,1304366,-82.420978,28.260731
WA,11/8/2020,808,103445,-120.592492,47.411715
LA,11/8/2020,503,295558,-91.840238,30.921314
OH,11/8/2020,4445,271479,-82.70936,40.415534
MD,11/8/2020,1786,268933,-76.687282,38.946466
CA,11/8/2020,6057,1010973,-119.662127,37.211164
GA,11/8/2020,835,344796,-83.426574,32.638481
OH,11/9/2020,5655,277134,-82.70936,40.415534
GA,11/9/2020,2744,347540,-83.426574,32.638481
LA,11/9/2020,1074,296632,-91.840238,30.921314
CA,11/9/2020,4585,1015558,-119.662127,37.211164
MD,11/9/2020,1953,270886,-76.687282,38.946466
WA,11/9/2020,940,104385,-120.592492,47.411715
NY,11/9/2020,3883,618470,-75.59655,42.921241
FL,11/9/2020,4419,1308785,-82.420978,28.260731
FL,12/1/2020,11232,1481192,-82.420978,28.260731
NY,12/1/2020,10149,762409,-75.59655,42.921241
WA,12/1/2020,1684,136405,-120.592492,47.411715
OH,12/1/2020,8689,451836,-82.70936,40.415534
MD,12/1/2020,5592,360383,-76.687282,38.946466
GA,12/1/2020,4657,402895,-83.426574,32.638481
LA,12/1/2020,3080,333916,-91.840238,30.921314
CA,12/1/2020,21412,1279863,-119.662127,37.211164
NY,12/10/2020,11539,857116,-75.59655,42.921241
FL,12/10/2020,11094,1571638,-82.420978,28.260731
GA,12/10/2020,5248,441367,-83.426574,32.638481
MD,12/10/2020,5802,416118,-76.687282,38.946466
CA,12/10/2020,39597,1522289,-119.662127,37.211164
WA,12/10/2020,1946,153453,-120.592492,47.411715
LA,12/10/2020,2855,356355,-91.840238,30.921314
OH,12/10/2020,9318,534713,-82.70936,40.415534
LA,12/11/2020,2625,358980,-91.840238,30.921314
NY,12/11/2020,11580,868696,-75.59655,42.921241
WA,12/11/2020,1889,155342,-120.592492,47.411715
OH,12/11/2020,8785,543498,-82.70936,40.415534
CA,12/11/2020,36326,1558615,-119.662127,37.211164
MD,12/11/2020,5450,421568,-76.687282,38.946466
GA,12/11/2020,5209,446576,-83.426574,32.638481
FL,12/11/2020,11246,1582884,-82.420978,28.260731
MD,12/12/2020,6103,427671,-76.687282,38.946466
NY,12/12/2020,10422,879118,-75.59655,42.921241
CA,12/12/2020,33566,1592181,-119.662127,37.211164
WA,12/12/2020,1531,156873,-120.592492,47.411715
OH,12/12/2020,8155,551653,-82.70936,40.415534
LA,12/12/2020,2303,361283,-91.840238,30.921314
GA,12/12/2020,3464,450040,-83.426574,32.638481
FL,12/12/2020,10332,1593216,-82.420978,28.260731
LA,12/13/2020,1369,362652,-91.840238,30.921314
NY,12/13/2020,10052,889170,-75.59655,42.921241
MD,12/13/2020,5707,433378,-76.687282,38.946466
GA,12/13/2020,2100,452140,-83.426574,32.638481
OH,12/13/2020,5162,556815,-82.70936,40.415534
FL,12/13/2020,6825,1600041,-82.420978,28.260731
WA,12/13/2020,1362,158235,-120.592492,47.411715
CA,12/13/2020,29962,1622143,-119.662127,37.211164
WA,12/14/2020,1040,159275,-120.592492,47.411715
CA,12/14/2020,33388,1655531,-119.662127,37.211164
NY,12/14/2020,10785,899955,-75.59655,42.921241
MD,12/14/2020,4491,437869,-76.687282,38.946466
GA,12/14/2020,6714,458854,-83.426574,32.638481
FL,12/14/2020,9962,1610003,-82.420978,28.260731
OH,12/14/2020,5680,562495,-82.70936,40.415534
LA,12/14/2020,2103,364755,-91.840238,30.921314
MD,12/15/2020,5062,442931,-76.687282,38.946466
CA,12/15/2020,44573,1700104,-119.662127,37.211164
LA,12/15/2020,1317,366072,-91.840238,30.921314
OH,12/15/2020,7882,570377,-82.70936,40.415534
FL,12/15/2020,12493,1622496,-82.420978,28.260731
GA,12/15/2020,6653,465507,-83.426574,32.638481
WA,12/15/2020,1289,160564,-120.592492,47.411715
NY,12/15/2020,12483,912438,-75.59655,42.921241
WA,12/16/2020,1964,162528,-120.592492,47.411715
OH,12/16/2020,8967,579344,-82.70936,40.415534
FL,12/16/2020,12611,1635107,-82.420978,28.260731
NY,12/16/2020,12505,924943,-75.59655,42.921241
LA,12/16/2020,2094,368166,-91.840238,30.921314
MD,12/16/2020,5505,448436,-76.687282,38.946466
GA,12/16/2020,5855,471362,-83.426574,32.638481
CA,12/16/2020,39997,1740101,-119.662127,37.211164
LA,12/17/2020,2815,370981,-91.840238,30.921314
OH,12/17/2020,8397,587741,-82.70936,40.415534
GA,12/17/2020,6486,477848,-83.426574,32.638481
FL,12/17/2020,12334,1647441,-82.420978,28.260731
NY,12/17/2020,10782,935725,-75.59655,42.921241
MD,12/17/2020,5558,453994,-76.687282,38.946466
WA,12/17/2020,2013,164541,-120.592492,47.411715
CA,12/17/2020,46695,1786796,-119.662127,37.211164
WA,12/18/2020,1620,166161,-120.592492,47.411715
LA,12/18/2020,2644,373625,-91.840238,30.921314
CA,12/18/2020,50427,1837223,-119.662127,37.211164
FL,12/18/2020,12189,1659630,-82.420978,28.260731
OH,12/18/2020,7431,595172,-82.70936,40.415534
NY,12/18/2020,11969,947694,-75.59655,42.921241
MD,12/18/2020,5697,459691,-76.687282,38.946466
GA,12/18/2020,6122,483970,-83.426574,32.638481
FL,12/19/2020,9959,1669589,-82.420978,28.260731
MD,12/19/2020,5454,465145,-76.687282,38.946466
WA,12/19/2020,1400,167561,-120.592492,47.411715
CA,12/19/2020,41122,1878345,-119.662127,37.211164
LA,12/19/2020,1953,375578,-91.840238,30.921314
OH,12/19/2020,6429,601601,-82.70936,40.415534
NY,12/19/2020,10717,958411,-75.59655,42.921241
GA,12/19/2020,3713,487683,-83.426574,32.638481
CA,12/2/2020,23502,1303365,-119.662127,37.211164
OH,12/2/2020,9703,461539,-82.70936,40.415534
FL,12/2/2020,11021,1492213,-82.420978,28.260731
NY,12/2/2020,11707,774116,-75.59655,42.921241
GA,12/2/2020,4555,407450,-83.426574,32.638481
WA,12/2/2020,2196,138601,-120.592492,47.411715
MD,12/2/2020,6867,367250,-76.687282,38.946466
LA,12/2/2020,2786,336702,-91.840238,30.921314
NY,12/20/2020,9545,967956,-75.59655,42.921241
FL,12/20/2020,7570,1677159,-82.420978,28.260731
GA,12/20/2020,2608,490291,-83.426574,32.638481
MD,12/20/2020,4470,469615,-76.687282,38.946466
WA,12/20/2020,1229,168790,-120.592492,47.411715
OH,12/20/2020,4213,605814,-82.70936,40.415534
LA,12/20/2020,1462,377040,-91.840238,30.921314
CA,12/20/2020,32880,1911225,-119.662127,37.211164
MD,12/21/2020,5048,474663,-76.687282,38.946466
NY,12/21/2020,12110,980066,-75.59655,42.921241
GA,12/21/2020,7846,498137,-83.426574,32.638481
LA,12/21/2020,2802,379842,-91.840238,30.921314
CA,12/21/2020,32908,1944133,-119.662127,37.211164
FL,12/21/2020,10577,1687736,-82.420978,28.260731
OH,12/21/2020,4749,610563,-82.70936,40.415534
WA,12/21/2020,1118,169908,-120.592492,47.411715
NY,12/22/2020,13450,993516,-75.59655,42.921241
MD,12/22/2020,5298,479961,-76.687282,38.946466
OH,12/22/2020,7198,617761,-82.70936,40.415534
LA,12/22/2020,3231,383073,-91.840238,30.921314
CA,12/22/2020,35636,1979769,-119.662127,37.211164
FL,12/22/2020,13774,1701510,-82.420978,28.260731
WA,12/22/2020,1348,171256,-120.592492,47.411715
GA,12/22/2020,7582,505719,-83.426574,32.638481
NY,12/23/2020,14798,1008314,-75.59655,42.921241
WA,12/23/2020,1693,172949,-120.592492,47.411715
FL,12/23/2020,14679,1716189,-82.420978,28.260731
CA,12/23/2020,48435,2028204,-119.662127,37.211164
GA,12/23/2020,6807,512526,-83.426574,32.638481
OH,12/23/2020,7372,625133,-82.70936,40.415534
LA,12/23/2020,3313,386386,-91.840238,30.921314
MD,12/23/2020,7075,487036,-76.687282,38.946466
FL,12/24/2020,12753,1728942,-82.420978,28.260731
GA,12/24/2020,3874,516400,-83.426574,32.638481
OH,12/24/2020,6057,631190,-82.70936,40.415534
NY,12/24/2020,13351,1021665,-75.59655,42.921241
CA,12/24/2020,46124,2074328,-119.662127,37.211164
WA,12/24/2020,1687,174636,-120.592492,47.411715
LA,12/24/2020,2239,388625,-91.840238,30.921314
MD,12/24/2020,5881,492917,-76.687282,38.946466
GA,12/25/2020,809,517209,-83.426574,32.638481
MD,12/25/2020,4399,497316,-76.687282,38.946466
NY,12/25/2020,8589,1030254,-75.59655,42.921241
OH,12/25/2020,3585,634775,-82.70936,40.415534
CA,12/25/2020,41329,2115657,-119.662127,37.211164
LA,12/25/2020,1119,389744,-91.840238,30.921314
FL,12/25/2020,5584,1734526,-82.420978,28.260731
WA,12/25/2020,713,175349,-120.592492,47.411715
NY,12/26/2020,11602,1041856,-75.59655,42.921241
FL,12/26/2020,6699,1741225,-82.420978,28.260731
CA,12/26/2020,33488,2149145,-119.662127,37.211164
GA,12/26/2020,4575,521784,-83.426574,32.638481
MD,12/26/2020,3666,500982,-76.687282,38.946466
WA,12/26/2020,521,175870,-120.592492,47.411715
LA,12/26/2020,1747,391491,-91.840238,30.921314
OH,12/26/2020,3562,638337,-82.70936,40.415534
FL,12/27/2020,8400,1749625,-82.420978,28.260731
OH,12/27/2020,3110,641447,-82.70936,40.415534
MD,12/27/2020,3467,504449,-76.687282,38.946466
CA,12/27/2020,34866,2184011,-119.662127,37.211164
LA,12/27/2020,1718,393209,-91.840238,30.921314
WA,12/27/2020,1244,177114,-120.592492,47.411715
NY,12/27/2020,10453,1052309,-75.59655,42.921241
GA,12/27/2020,3383,525167,-83.426574,32.638481
MD,12/28/2020,4522,508971,-76.687282,38.946466
CA,12/28/2020,34745,2218756,-119.662127,37.211164
WA,12/28/2020,740,177854,-120.592492,47.411715
NY,12/28/2020,13335,1065644,-75.59655,42.921241
FL,12/28/2020,13262,1762887,-82.420978,28.260731
LA,12/28/2020,3924,397133,-91.840238,30.921314
OH,12/28/2020,4634,646081,-82.70936,40.415534
GA,12/28/2020,9783,534950,-83.426574,32.638481
CA,12/29/2020,46590,2265346,-119.662127,37.211164
LA,12/29/2020,4082,401215,-91.840238,30.921314
OH,12/29/2020,8245,654326,-82.70936,40.415534
MD,12/29/2020,7310,516281,-76.687282,38.946466
WA,12/29/2020,1828,179682,-120.592492,47.411715
GA,12/29/2020,9490,544440,-83.426574,32.638481
NY,12/29/2020,16328,1081972,-75.59655,42.921241
FL,12/29/2020,18614,1781501,-82.420978,28.260731
WA,12/3/2020,2039,140640,-120.592492,47.411715
GA,12/3/2020,4584,412034,-83.426574,32.638481
NY,12/3/2020,11441,785557,-75.59655,42.921241
OH,12/3/2020,11437,472976,-82.70936,40.415534
LA,12/3/2020,2944,339646,-91.840238,30.921314
CA,12/3/2020,28440,1331805,-119.662127,37.211164
MD,12/3/2020,7008,374258,-76.687282,38.946466
FL,12/3/2020,11642,1503855,-82.420978,28.260731
LA,12/30/2020,4995,406210,-91.840238,30.921314
CA,12/30/2020,59288,2324634,-119.662127,37.211164
WA,12/30/2020,2110,181792,-120.592492,47.411715
MD,12/30/2020,8174,524455,-76.687282,38.946466
GA,12/30/2020,8464,552904,-83.426574,32.638481
FL,12/30/2020,18295,1799796,-82.420978,28.260731
OH,12/30/2020,8653,662979,-82.70936,40.415534
NY,12/30/2020,18988,1100960,-75.59655,42.921241
NY,12/31/2020,17359,1118319,-75.59655,42.921241
MD,12/31/2020,7416,531871,-76.687282,38.946466
WA,12/31/2020,1761,183553,-120.592492,47.411715
CA,12/31/2020,59712,2384346,-119.662127,37.211164
GA,12/31/2020,5917,558821,-83.426574,32.638481
OH,12/31/2020,7160,670139,-82.70936,40.415534
LA,12/31/2020,3720,409930,-91.840238,30.921314
FL,12/31/2020,15897,1815693,-82.420978,28.260731
MD,12/4/2020,7762,382020,-76.687282,38.946466
WA,12/4/2020,2176,142816,-120.592492,47.411715
OH,12/4/2020,9929,482905,-82.70936,40.415534
NY,12/4/2020,11114,796671,-75.59655,42.921241
CA,12/4/2020,28541,1360346,-119.662127,37.211164
FL,12/4/2020,10244,1514099,-82.420978,28.260731
LA,12/4/2020,2572,342218,-91.840238,30.921314
GA,12/4/2020,4336,416370,-83.426574,32.638481
LA,12/5/2020,1825,344043,-91.840238,30.921314
CA,12/5/2020,24409,1384755,-119.662127,37.211164
MD,12/5/2020,5303,387323,-76.687282,38.946466
FL,12/5/2020,8950,1523049,-82.420978,28.260731
WA,12/5/2020,1908,144724,-120.592492,47.411715
GA,12/5/2020,2737,419107,-83.426574,32.638481
OH,12/5/2020,7777,490682,-82.70936,40.415534
NY,12/5/2020,8592,805263,-75.59655,42.921241
OH,12/6/2020,8346,499028,-82.70936,40.415534
LA,12/6/2020,1280,345323,-91.840238,30.921314
CA,12/6/2020,22419,1407174,-119.662127,37.211164
MD,12/6/2020,5247,392570,-76.687282,38.946466
FL,12/6/2020,6441,1529490,-82.420978,28.260731
NY,12/6/2020,8370,813633,-75.59655,42.921241
GA,12/6/2020,1645,420752,-83.426574,32.638481
WA,12/6/2020,1494,146218,-120.592492,47.411715
WA,12/7/2020,1655,147873,-120.592492,47.411715
OH,12/7/2020,7354,506382,-82.70936,40.415534
GA,12/7/2020,5270,426022,-83.426574,32.638481
CA,12/7/2020,21712,1428886,-119.662127,37.211164
MD,12/7/2020,5013,397583,-76.687282,38.946466
LA,12/7/2020,2528,347851,-91.840238,30.921314
NY,12/7/2020,9765,823398,-75.59655,42.921241
FL,12/7/2020,9478,1538968,-82.420978,28.260731
CA,12/8/2020,21532,1450418,-119.662127,37.211164
FL,12/8/2020,10733,1549701,-82.420978,28.260731
LA,12/8/2020,2859,350710,-91.840238,30.921314
MD,12/8/2020,6271,403854,-76.687282,38.946466
WA,12/8/2020,1762,149635,-120.592492,47.411715
GA,12/8/2020,5067,431089,-83.426574,32.638481
NY,12/8/2020,10423,833821,-75.59655,42.921241
OH,12/8/2020,9225,515607,-82.70936,40.415534
LA,12/9/2020,2790,353500,-91.840238,30.921314
WA,12/9/2020,1872,151507,-120.592492,47.411715
GA,12/9/2020,5030,436119,-83.426574,32.638481
FL,12/9/2020,10843,1560544,-82.420978,28.260731
MD,12/9/2020,6462,410316,-76.687282,38.946466
NY,12/9/2020,11756,845577,-75.59655,42.921241
CA,12/9/2020,32274,1482692,-119.662127,37.211164
OH,12/9/2020,9788,525395,-82.70936,40.415534
MD,2/1/2021,1483,696404,-76.687282,38.946466
LA,2/1/2021,930,474072,-91.840238,30.921314
CA,2/1/2021,11516,3340429,-119.662127,37.211164
FL,2/1/2021,10060,2232255,-82.420978,28.260731
GA,2/1/2021,4315,704569,-83.426574,32.638481
WA,2/1/2021,338,218815,-120.592492,47.411715
OH,2/1/2021,2079,815036,-82.70936,40.415534
NY,2/1/2021,6628,1560695,-75.59655,42.921241
WA,2/10/2021,621,223538,-120.592492,47.411715
OH,2/10/2021,2164,835907,-82.70936,40.415534
NY,2/10/2021,6412,1647704,-75.59655,42.921241
LA,2/10/2021,755,481512,-91.840238,30.921314
GA,2/10/2021,2626,730306,-83.426574,32.638481
FL,2/10/2021,8277,2309283,-82.420978,28.260731
CA,2/10/2021,7226,3455500,-119.662127,37.211164
MD,2/10/2021,2402,721668,-76.687282,38.946466
WA,2/11/2021,409,223947,-120.592492,47.411715
OH,2/11/2021,1904,837811,-82.70936,40.415534
NY,2/11/2021,4190,1651894,-75.59655,42.921241
MD,2/11/2021,2677,724345,-76.687282,38.946466
LA,2/11/2021,784,482296,-91.840238,30.921314
GA,2/11/2021,2777,733083,-83.426574,32.638481
FL,2/11/2021,7998,2317281,-82.420978,28.260731
CA,2/11/2021,8749,3464249,-119.662127,37.211164
CA,2/12/2021,8048,3472297,-119.662127,37.211164
GA,2/12/2021,2523,735606,-83.426574,32.638481
LA,2/12/2021,1026,483322,-91.840238,30.921314
MD,2/12/2021,2343,726688,-76.687282,38.946466
NY,2/12/2021,9741,1661635,-75.59655,42.921241
OH,2/12/2021,1910,839721,-82.70936,40.415534
WA,2/12/2021,393,224340,-120.592492,47.411715
FL,2/12/2021,8060,2325341,-82.420978,28.260731
WA,2/13/2021,243,224583,-120.592492,47.411715
CA,2/13/2021,5647,3477944,-119.662127,37.211164
FL,2/13/2021,6680,2332021,-82.420978,28.260731
GA,2/13/2021,1437,737043,-83.426574,32.638481
LA,2/13/2021,738,484060,-91.840238,30.921314
MD,2/13/2021,1876,728564,-76.687282,38.946466
NY,2/13/2021,8233,1669868,-75.59655,42.921241
OH,2/13/2021,1568,841289,-82.70936,40.415534
