state,date,new_results_reported,total_results_reported,Longitude,Latitude
FL,5/18/2020,2492,103633,-82.420978,28.260731
WA,5/18/2020,213,23689,-120.592492,47.411715
GA,5/18/2020,923,38733,-83.426574,32.638481
MD,5/18/2020,892,57080,-76.687282,38.946466
CA,5/18/2020,2155,95999,-119.662127,37.211164
LA,5/18/2020,757,58835,-91.840238,30.921314
FL,5/19/2020,2330,105963,-82.420978,28.260731
OH,5/19/2020,704,32083,-82.70936,40.415534
CA,5/19/2020,2133,98132,-119.662127,37.211164
NY,5/19/2020,2510,397543,-75.59655,42.921241
MD,5/19/2020,1171,58251,-76.687282,38.946466
WA,5/19/2020,204,23893,-120.592492,47.411715
GA,5/19/2020,997,39730,-83.426574,32.638481
LA,5/19/2020,774,59609,-91.840238,30.921314
FL,5/2/2020,1178,76116,-82.420978,28.260731
GA,5/2/2020,423,27581,-83.426574,32.638481
WA,5/2/2020,209,18946,-120.592492,47.411715
CA,5/2/2020,1677,63883,-119.662127,37.211164
OH,5/2/2020,680,21791,-82.70936,40.415534
LA,5/2/2020,532,48218,-91.840238,30.921314
NY,5/2/2020,3864,348086,-75.59655,42.921241
MD,5/2/2020,1317,37121,-76.687282,38.946466
OH,5/20/2020,877,32960,-82.70936,40.415534
MD,5/20/2020,1547,59798,-76.687282,38.946466
WA,5/20/2020,175,24068,-120.592492,47.411715
FL,5/20/2020,2380,108343,-82.420978,28.260731
GA,5/20/2020,781,40511,-83.426574,32.638481
CA,5/20/2020,3011,101143,-119.662127,37.211164
NY,5/20/2020,2745,400288,-75.59655,42.921241
LA,5/20/2020,734,60343,-91.840238,30.921314
MD,5/21/2020,1415,61213,-76.687282,38.946466
GA,5/21/2020,795,41306,-83.426574,32.638481
CA,5/21/2020,2540,103683,-119.662127,37.211164
NY,5/21/2020,2525,402813,-75.59655,42.921241
WA,5/21/2020,263,24331,-120.592492,47.411715
LA,5/21/2020,777,61120,-91.840238,30.921314
OH,5/21/2020,697,33657,-82.70936,40.415534
FL,5/21/2020,2198,110541,-82.420978,28.260731
GA,5/22/2020,749,42055,-83.426574,32.638481
MD,5/22/2020,1407,62620,-76.687282,38.946466
LA,5/22/2020,770,61890,-91.840238,30.921314
OH,5/22/2020,749,34406,-82.70936,40.415534
FL,5/22/2020,2024,112565,-82.420978,28.260731
NY,5/22/2020,2498,405311,-75.59655,42.921241
WA,5/22/2020,289,24620,-120.592492,47.411715
CA,5/22/2020,2831,106514,-119.662127,37.211164
NY,5/23/2020,2029,407340,-75.59655,42.921241
OH,5/23/2020,620,35026,-82.70936,40.415534
GA,5/23/2020,431,42486,-83.426574,32.638481
MD,5/23/2020,1046,63666,-76.687282,38.946466
LA,5/23/2020,536,62426,-91.840238,30.921314
CA,5/23/2020,2381,108895,-119.662127,37.211164
WA,5/23/2020,285,24905,-120.592492,47.411715
FL,5/23/2020,1111,113676,-82.420978,28.260731
OH,5/24/2020,512,35538,-82.70936,40.415534
CA,5/24/2020,2466,111361,-119.662127,37.211164
NY,5/24/2020,1874,409214,-75.59655,42.921241
MD,5/24/2020,941,64607,-76.687282,38.946466
FL,5/24/2020,987,114663,-82.420978,28.260731
GA,5/24/2020,312,42798,-83.426574,32.638481
LA,5/24/2020,431,62857,-91.840238,30.921314
WA,5/24/2020,305,25210,-120.592492,47.411715
WA,5/25/2020,238,25448,-120.592492,47.411715
OH,5/25/2020,488,36026,-82.70936,40.415534
GA,5/25/2020,216,43014,-83.426574,32.638481
CA,5/25/2020,2143,113504,-119.662127,37.211164
LA,5/25/2020,413,63270,-91.840238,30.921314
MD,5/25/2020,748,65355,-76.687282,38.946466
FL,5/25/2020,1721,116384,-82.420978,28.260731
NY,5/25/2020,1542,410756,-75.59655,42.921241
MD,5/26/2020,1358,66713,-76.687282,38.946466
LA,5/26/2020,625,63895,-91.840238,30.921314
FL,5/26/2020,3432,119816,-82.420978,28.260731
NY,5/26/2020,2293,413049,-75.59655,42.921241
GA,5/26/2020,896,43910,-83.426574,32.638481
OH,5/26/2020,489,36515,-82.70936,40.415534
WA,5/26/2020,208,25656,-120.592492,47.411715
CA,5/26/2020,2529,116033,-119.662127,37.211164
GA,5/27/2020,650,44560,-83.426574,32.638481
FL,5/27/2020,3203,123019,-82.420978,28.260731
NY,5/27/2020,2828,415877,-75.59655,42.921241
CA,5/27/2020,2641,118674,-119.662127,37.211164
WA,5/27/2020,1449,27105,-120.592492,47.411715
MD,5/27/2020,1650,68363,-76.687282,38.946466
LA,5/27/2020,678,64573,-91.840238,30.921314
OH,5/27/2020,668,37183,-82.70936,40.415534
OH,5/28/2020,666,37849,-82.70936,40.415534
GA,5/28/2020,568,45128,-83.426574,32.638481
NY,5/28/2020,2208,418085,-75.59655,42.921241
LA,5/28/2020,949,65522,-91.840238,30.921314
FL,5/28/2020,2953,125972,-82.420978,28.260731
CA,5/28/2020,3375,122049,-119.662127,37.211164
MD,5/28/2020,1684,70047,-76.687282,38.946466
WA,5/28/2020,270,27375,-120.592492,47.411715
MD,5/29/2020,1352,71399,-76.687282,38.946466
OH,5/29/2020,694,38543,-82.70936,40.415534
LA,5/29/2020,859,66381,-91.840238,30.921314
NY,5/29/2020,2335,420420,-75.59655,42.921241
CA,5/29/2020,3620,125669,-119.662127,37.211164
FL,5/29/2020,2612,128584,-82.420978,28.260731
GA,5/29/2020,378,45506,-83.426574,32.638481
WA,5/29/2020,278,27653,-120.592492,47.411715
FL,5/3/2020,843,76959,-82.420978,28.260731
GA,5/3/2020,282,27863,-83.426574,32.638481
CA,5/3/2020,1417,65300,-119.662127,37.211164
NY,5/3/2020,2930,351016,-75.59655,42.921241
OH,5/3/2020,539,22330,-82.70936,40.415534
MD,5/3/2020,1190,38311,-76.687282,38.946466
WA,5/3/2020,848,19794,-120.592492,47.411715
LA,5/3/2020,400,48618,-91.840238,30.921314
WA,5/30/2020,364,28017,-120.592492,47.411715
OH,5/30/2020,491,39034,-82.70936,40.415534
MD,5/30/2020,1150,72549,-76.687282,38.946466
GA,5/30/2020,132,45638,-83.426574,32.638481
LA,5/30/2020,509,66890,-91.840238,30.921314
CA,5/30/2020,2931,128600,-119.662127,37.211164
FL,5/30/2020,1492,130076,-82.420978,28.260731
NY,5/30/2020,1707,422127,-75.59655,42.921241
CA,5/31/2020,3561,132161,-119.662127,37.211164
FL,5/31/2020,1423,131499,-82.420978,28.260731
GA,5/31/2020,124,45762,-83.426574,32.638481
WA,5/31/2020,280,28297,-120.592492,47.411715
NY,5/31/2020,1676,423803,-75.59655,42.921241
LA,5/31/2020,464,67354,-91.840238,30.921314
OH,5/31/2020,417,39451,-82.70936,40.415534
MD,5/31/2020,776,73325,-76.687282,38.946466
LA,5/4/2020,718,49336,-91.840238,30.921314
GA,5/4/2020,913,28776,-83.426574,32.638481
CA,5/4/2020,1532,66832,-119.662127,37.211164
WA,5/4/2020,177,19971,-120.592492,47.411715
NY,5/4/2020,2387,353403,-75.59655,42.921241
FL,5/4/2020,1720,78679,-82.420978,28.260731
MD,5/4/2020,825,39136,-76.687282,38.946466
OH,5/4/2020,489,22819,-82.70936,40.415534
LA,5/5/2020,770,50106,-91.840238,30.921314
GA,5/5/2020,607,29383,-83.426574,32.638481
WA,5/5/2020,257,20228,-120.592492,47.411715
NY,5/5/2020,4164,357567,-75.59655,42.921241
FL,5/5/2020,1735,80414,-82.420978,28.260731
OH,5/5/2020,691,23510,-82.70936,40.415534
MD,5/5/2020,1491,40627,-76.687282,38.946466
CA,5/5/2020,2029,68861,-119.662127,37.211164
MD,5/6/2020,1720,42347,-76.687282,38.946466
FL,5/6/2020,1197,81611,-82.420978,28.260731
WA,5/6/2020,512,20740,-120.592492,47.411715
GA,5/6/2020,490,29873,-83.426574,32.638481
NY,5/6/2020,4616,362183,-75.59655,42.921241
LA,5/6/2020,816,50922,-91.840238,30.921314
OH,5/6/2020,662,24172,-82.70936,40.415534
CA,5/6/2020,2192,71053,-119.662127,37.211164
LA,5/7/2020,760,51682,-91.840238,30.921314
GA,5/7/2020,513,30386,-83.426574,32.638481
CA,5/7/2020,2153,73206,-119.662127,37.211164
MD,5/7/2020,1577,43924,-76.687282,38.946466
NY,5/7/2020,3624,365807,-75.59655,42.921241
WA,5/7/2020,324,21064,-120.592492,47.411715
FL,5/7/2020,1060,82671,-82.420978,28.260731
OH,5/7/2020,867,25039,-82.70936,40.415534
OH,5/8/2020,648,25687,-82.70936,40.415534
MD,5/8/2020,1491,45415,-76.687282,38.946466
GA,5/8/2020,644,31030,-83.426574,32.638481
WA,5/8/2020,291,21355,-120.592492,47.411715
FL,5/8/2020,1678,84349,-82.420978,28.260731
NY,5/8/2020,3269,369076,-75.59655,42.921241
CA,5/8/2020,1780,74986,-119.662127,37.211164
LA,5/8/2020,795,52477,-91.840238,30.921314
WA,5/9/2020,257,21612,-120.592492,47.411715
NY,5/9/2020,2708,371784,-75.59655,42.921241
CA,5/9/2020,1658,76644,-119.662127,37.211164
FL,5/9/2020,1240,85589,-82.420978,28.260731
LA,5/9/2020,435,52912,-91.840238,30.921314
OH,5/9/2020,601,26288,-82.70936,40.415534
MD,5/9/2020,1238,46653,-76.687282,38.946466
GA,5/9/2020,425,31455,-83.426574,32.638481
CA,6/1/2020,2822,134983,-119.662127,37.211164
MD,6/1/2020,851,74176,-76.687282,38.946466
GA,6/1/2020,206,45968,-83.426574,32.638481
NY,6/1/2020,1682,425485,-75.59655,42.921241
LA,6/1/2020,771,68125,-91.840238,30.921314
OH,6/1/2020,436,39887,-82.70936,40.415534
FL,6/1/2020,2833,134332,-82.420978,28.260731
WA,6/1/2020,211,28508,-120.592492,47.411715
CA,6/10/2020,3664,163926,-119.662127,37.211164
WA,6/10/2020,355,31011,-120.592492,47.411715
FL,6/10/2020,4443,161733,-82.420978,28.260731
MD,6/10/2020,1114,83858,-76.687282,38.946466
LA,6/10/2020,1083,75203,-91.840238,30.921314
OH,6/10/2020,504,44225,-82.70936,40.415534
NY,6/10/2020,1298,438028,-75.59655,42.921241
GA,6/10/2020,1144,52825,-83.426574,32.638481
MD,6/11/2020,1054,84912,-76.687282,38.946466
NY,6/11/2020,1393,439421,-75.59655,42.921241
OH,6/11/2020,535,44760,-82.70936,40.415534
GA,6/11/2020,1139,53964,-83.426574,32.638481
FL,6/11/2020,4470,166203,-82.420978,28.260731
LA,6/11/2020,1205,76408,-91.840238,30.921314
CA,6/11/2020,3916,167842,-119.662127,37.211164
WA,6/11/2020,452,31463,-120.592492,47.411715
WA,6/12/2020,295,31758,-120.592492,47.411715
GA,6/12/2020,1077,55041,-83.426574,32.638481
NY,6/12/2020,1146,440567,-75.59655,42.921241
MD,6/12/2020,999,85911,-76.687282,38.946466
FL,6/12/2020,4997,171200,-82.420978,28.260731
LA,6/12/2020,1015,77423,-91.840238,30.921314
CA,6/12/2020,4104,171946,-119.662127,37.211164
OH,6/12/2020,490,45250,-82.70936,40.415534
GA,6/13/2020,567,55608,-83.426574,32.638481
OH,6/13/2020,407,45657,-82.70936,40.415534
WA,6/13/2020,276,32034,-120.592492,47.411715
LA,6/13/2020,544,77967,-91.840238,30.921314
NY,6/13/2020,1087,441654,-75.59655,42.921241
MD,6/13/2020,767,86678,-76.687282,38.946466
FL,6/13/2020,3276,174476,-82.420978,28.260731
CA,6/13/2020,3887,175833,-119.662127,37.211164
WA,6/14/2020,231,32265,-120.592492,47.411715
GA,6/14/2020,387,55995,-83.426574,32.638481
NY,6/14/2020,861,442515,-75.59655,42.921241
OH,6/14/2020,335,45992,-82.70936,40.415534
MD,6/14/2020,740,87418,-76.687282,38.946466
FL,6/14/2020,2951,177427,-82.420978,28.260731
LA,6/14/2020,534,78501,-91.840238,30.921314
CA,6/14/2020,3657,179490,-119.662127,37.211164
LA,6/15/2020,1070,79571,-91.840238,30.921314
NY,6/15/2020,917,443432,-75.59655,42.921241
WA,6/15/2020,305,32570,-120.592492,47.411715
CA,6/15/2020,3575,183065,-119.662127,37.211164
MD,6/15/2020,712,88130,-76.687282,38.946466
FL,6/15/2020,6740,184167,-82.420978,28.260731
OH,6/15/2020,493,46485,-82.70936,40.415534
GA,6/15/2020,1124,57119,-83.426574,32.638481
OH,6/16/2020,775,47260,-82.70936,40.415534
FL,6/16/2020,7313,191480,-82.420978,28.260731
WA,6/16/2020,344,32914,-120.592492,47.411715
LA,6/16/2020,1504,81075,-91.840238,30.921314
MD,6/16/2020,952,89082,-76.687282,38.946466
CA,6/16/2020,4263,187328,-119.662127,37.211164
GA,6/16/2020,1361,58480,-83.426574,32.638481
NY,6/16/2020,1000,444432,-75.59655,42.921241
LA,6/17/2020,2022,83097,-91.840238,30.921314
FL,6/17/2020,8562,200042,-82.420978,28.260731
WA,6/17/2020,340,33254,-120.592492,47.411715
GA,6/17/2020,1641,60121,-83.426574,32.638481
CA,6/17/2020,5305,192633,-119.662127,37.211164
OH,6/17/2020,712,47972,-82.70936,40.415534
NY,6/17/2020,1137,445569,-75.59655,42.921241
MD,6/17/2020,753,89835,-76.687282,38.946466
CA,6/18/2020,5963,198596,-119.662127,37.211164
GA,6/18/2020,1746,61867,-83.426574,32.638481
LA,6/18/2020,1804,84901,-91.840238,30.921314
WA,6/18/2020,472,33726,-120.592492,47.411715
NY,6/18/2020,1065,446634,-75.59655,42.921241
OH,6/18/2020,616,48588,-82.70936,40.415534
FL,6/18/2020,8544,208586,-82.420978,28.260731
MD,6/18/2020,780,90615,-76.687282,38.946466
MD,6/19/2020,1032,91647,-76.687282,38.946466
LA,6/19/2020,1645,86546,-91.840238,30.921314
OH,6/19/2020,664,49252,-82.70936,40.415534
WA,6/19/2020,376,34102,-120.592492,47.411715
CA,6/19/2020,6213,204809,-119.662127,37.211164
GA,6/19/2020,1859,63726,-83.426574,32.638481
NY,6/19/2020,1247,447881,-75.59655,42.921241
FL,6/19/2020,7480,216066,-82.420978,28.260731
CA,6/2/2020,2593,137576,-119.662127,37.211164
NY,6/2/2020,1642,427127,-75.59655,42.921241
LA,6/2/2020,796,68921,-91.840238,30.921314
MD,6/2/2020,1108,75284,-76.687282,38.946466
OH,6/2/2020,584,40471,-82.70936,40.415534
GA,6/2/2020,400,46368,-83.426574,32.638481
WA,6/2/2020,210,28718,-120.592492,47.411715
FL,6/2/2020,2986,137318,-82.420978,28.260731
NY,6/20/2020,884,448765,-75.59655,42.921241
LA,6/20/2020,1085,87631,-91.840238,30.921314
GA,6/20/2020,1194,64920,-83.426574,32.638481
WA,6/20/2020,331,34433,-120.592492,47.411715
FL,6/20/2020,6426,222492,-82.420978,28.260731
CA,6/20/2020,5940,210749,-119.662127,37.211164
MD,6/20/2020,971,92618,-76.687282,38.946466
OH,6/20/2020,684,49936,-82.70936,40.415534
FL,6/21/2020,4542,227034,-82.420978,28.260731
LA,6/21/2020,738,88369,-91.840238,30.921314
NY,6/21/2020,675,449440,-75.59655,42.921241
OH,6/21/2020,490,50426,-82.70936,40.415534
CA,6/21/2020,5396,216145,-119.662127,37.211164
WA,6/21/2020,241,34674,-120.592492,47.411715
GA,6/21/2020,618,65538,-83.426574,32.638481
MD,6/21/2020,616,93234,-76.687282,38.946466
GA,6/22/2020,3197,68735,-83.426574,32.638481
OH,6/22/2020,536,50962,-82.70936,40.415534
LA,6/22/2020,1645,90014,-91.840238,30.921314
WA,6/22/2020,283,34957,-120.592492,47.411715
NY,6/22/2020,806,450246,-75.59655,42.921241
CA,6/22/2020,5479,221624,-119.662127,37.211164
MD,6/22/2020,593,93827,-76.687282,38.946466
FL,6/22/2020,8938,235972,-82.420978,28.260731
GA,6/23/2020,2728,71463,-83.426574,32.638481
WA,6/23/2020,435,35392,-120.592492,47.411715
OH,6/23/2020,883,51845,-82.70936,40.415534
NY,6/23/2020,1012,451258,-75.59655,42.921241
MD,6/23/2020,833,94660,-76.687282,38.946466
LA,6/23/2020,2158,92172,-91.840238,30.921314
FL,6/23/2020,12599,248571,-82.420978,28.260731
CA,6/23/2020,6114,227738,-119.662127,37.211164
GA,6/24/2020,2966,74429,-83.426574,32.638481
NY,6/24/2020,1211,452469,-75.59655,42.921241
WA,6/24/2020,426,35818,-120.592492,47.411715
OH,6/24/2020,1115,52960,-82.70936,40.415534
CA,6/24/2020,7712,235450,-119.662127,37.211164
LA,6/24/2020,2365,94537,-91.840238,30.921314
FL,6/24/2020,13227,261798,-82.420978,28.260731
MD,6/24/2020,636,95296,-76.687282,38.946466
LA,6/25/2020,2173,96710,-91.840238,30.921314
GA,6/25/2020,3340,77769,-83.426574,32.638481
WA,6/25/2020,438,36256,-120.592492,47.411715
MD,6/25/2020,716,96012,-76.687282,38.946466
NY,6/25/2020,1097,453566,-75.59655,42.921241
OH,6/25/2020,1094,54054,-82.70936,40.415534
FL,6/25/2020,15048,276846,-82.420978,28.260731
CA,6/25/2020,7858,243308,-119.662127,37.211164
FL,6/26/2020,14976,291822,-82.420978,28.260731
GA,6/26/2020,3249,81018,-83.426574,32.638481
LA,6/26/2020,1909,98619,-91.840238,30.921314
MD,6/26/2020,813,96825,-76.687282,38.946466
NY,6/26/2020,858,454424,-75.59655,42.921241
OH,6/26/2020,1050,55104,-82.70936,40.415534
WA,6/26/2020,581,36837,-120.592492,47.411715
CA,6/26/2020,9613,252921,-119.662127,37.211164
FL,6/27/2020,12202,304024,-82.420978,28.260731
NY,6/27/2020,691,455115,-75.59655,42.921241
CA,6/27/2020,8587,261508,-119.662127,37.211164
MD,6/27/2020,533,97358,-76.687282,38.946466
GA,6/27/2020,1896,82914,-83.426574,32.638481
LA,6/27/2020,1423,100042,-91.840238,30.921314
WA,6/27/2020,420,37257,-120.592492,47.411715
OH,6/27/2020,812,55916,-82.70936,40.415534
MD,6/28/2020,834,98192,-76.687282,38.946466
WA,6/28/2020,426,37683,-120.592492,47.411715
CA,6/28/2020,7036,268544,-119.662127,37.211164
LA,6/28/2020,1143,101185,-91.840238,30.921314
FL,6/28/2020,9815,313839,-82.420978,28.260731
NY,6/28/2020,575,455690,-75.59655,42.921241
OH,6/28/2020,660,56576,-82.70936,40.415534
GA,6/28/2020,1070,83984,-83.426574,32.638481
NY,6/29/2020,823,456513,-75.59655,42.921241
WA,6/29/2020,496,38179,-120.592492,47.411715
FL,6/29/2020,15095,328934,-82.420978,28.260731
OH,6/29/2020,976,57552,-82.70936,40.415534
CA,6/29/2020,7228,275772,-119.662127,37.211164
MD,6/29/2020,631,98823,-76.687282,38.946466
LA,6/29/2020,2673,103858,-91.840238,30.921314
GA,6/29/2020,4085,88069,-83.426574,32.638481
FL,6/3/2020,3127,140445,-82.420978,28.260731
NY,6/3/2020,1765,428892,-75.59655,42.921241
WA,6/3/2020,259,28977,-120.592492,47.411715
GA,6/3/2020,683,47051,-83.426574,32.638481
CA,6/3/2020,3276,140852,-119.662127,37.211164
LA,6/3/2020,840,69761,-91.840238,30.921314
MD,6/3/2020,1296,76580,-76.687282,38.946466
OH,6/3/2020,623,41094,-82.70936,40.415534
OH,6/30/2020,1251,58803,-82.70936,40.415534
WA,6/30/2020,493,38672,-120.592492,47.411715
NY,6/30/2020,998,457511,-75.59655,42.921241
FL,6/30/2020,17558,346492,-82.420978,28.260731
GA,6/30/2020,4245,92314,-83.426574,32.638481
LA,6/30/2020,2913,106771,-91.840238,30.921314
MD,6/30/2020,789,99612,-76.687282,38.946466
CA,6/30/2020,8421,284193,-119.662127,37.211164
OH,6/4/2020,614,41708,-82.70936,40.415534
MD,6/4/2020,1501,78081,-76.687282,38.946466
CA,6/4/2020,4112,144964,-119.662127,37.211164
GA,6/4/2020,763,47814,-83.426574,32.638481
LA,6/4/2020,795,70556,-91.840238,30.921314
WA,6/4/2020,356,29333,-120.592492,47.411715
NY,6/4/2020,1839,430731,-75.59655,42.921241
FL,6/4/2020,2675,143120,-82.420978,28.260731
LA,6/5/2020,988,71544,-91.840238,30.921314
WA,6/5/2020,390,29723,-120.592492,47.411715
OH,6/5/2020,431,42139,-82.70936,40.415534
GA,6/5/2020,889,48703,-83.426574,32.638481
NY,6/5/2020,1535,432266,-75.59655,42.921241
FL,6/5/2020,2664,145784,-82.420978,28.260731
MD,6/5/2020,1055,79136,-76.687282,38.946466
CA,6/5/2020,3593,148557,-119.662127,37.211164
WA,6/6/2020,219,29942,-120.592492,47.411715
CA,6/6/2020,3336,151893,-119.662127,37.211164
GA,6/6/2020,553,49256,-83.426574,32.638481
OH,6/6/2020,483,42622,-82.70936,40.415534
FL,6/6/2020,1739,147523,-82.420978,28.260731
LA,6/6/2020,555,72099,-91.840238,30.921314
NY,6/6/2020,1141,433407,-75.59655,42.921241
MD,6/6/2020,835,79971,-76.687282,38.946466
WA,6/7/2020,300,30242,-120.592492,47.411715
FL,6/7/2020,1673,149196,-82.420978,28.260731
CA,6/7/2020,2772,154665,-119.662127,37.211164
MD,6/7/2020,678,80649,-76.687282,38.946466
OH,6/7/2020,292,42914,-82.70936,40.415534
GA,6/7/2020,365,49621,-83.426574,32.638481
NY,6/7/2020,1061,434468,-75.59655,42.921241
LA,6/7/2020,366,72465,-91.840238,30.921314
OH,6/8/2020,300,43214,-82.70936,40.415534
GA,6/8/2020,1143,50764,-83.426574,32.638481
NY,6/8/2020,1058,435526,-75.59655,42.921241
LA,6/8/2020,670,73135,-91.840238,30.921314
MD,6/8/2020,923,81572,-76.687282,38.946466
WA,6/8/2020,223,30465,-120.592492,47.411715
CA,6/8/2020,2592,157257,-119.662127,37.211164
FL,6/8/2020,3863,153059,-82.420978,28.260731
CA,6/9/2020,3005,160262,-119.662127,37.211164
LA,6/9/2020,985,74120,-91.840238,30.921314
NY,6/9/2020,1204,436730,-75.59655,42.921241
WA,6/9/2020,191,30656,-120.592492,47.411715
FL,6/9/2020,4231,157290,-82.420978,28.260731
MD,6/9/2020,1172,82744,-76.687282,38.946466
OH,6/9/2020,507,43721,-82.70936,40.415534
GA,6/9/2020,917,51681,-83.426574,32.638481
NY,7/1/2020,1221,458732,-75.59655,42.921241
CA,7/1/2020,8810,293003,-119.662127,37.211164
MD,7/1/2020,968,100580,-76.687282,38.946466
WA,7/1/2020,552,39224,-120.592492,47.411715
LA,7/1/2020,3088,109859,-91.840238,30.921314
OH,7/1/2020,1293,60096,-82.70936,40.415534
GA,7/1/2020,3956,96270,-83.426574,32.638481
FL,7/1/2020,18913,365405,-82.420978,28.260731
GA,7/10/2020,4396,127967,-83.426574,32.638481
CA,7/10/2020,11803,376095,-119.662127,37.211164
FL,7/10/2020,17905,513580,-82.420978,28.260731
NY,7/10/2020,780,465272,-75.59655,42.921241
OH,7/10/2020,1714,71731,-82.70936,40.415534
LA,7/10/2020,3280,134887,-91.840238,30.921314
WA,7/10/2020,616,44523,-120.592492,47.411715
MD,7/10/2020,1212,108460,-76.687282,38.946466
CA,7/11/2020,10450,386545,-119.662127,37.211164
WA,7/11/2020,594,45117,-120.592492,47.411715
OH,7/11/2020,1438,73169,-82.70936,40.415534
NY,7/11/2020,843,466115,-75.59655,42.921241
GA,7/11/2020,2398,130365,-83.426574,32.638481
MD,7/11/2020,1123,109583,-76.687282,38.946466
LA,7/11/2020,2230,137117,-91.840238,30.921314
FL,7/11/2020,15100,528680,-82.420978,28.260731
NY,7/12/2020,714,466829,-75.59655,42.921241
OH,7/12/2020,1083,74252,-82.70936,40.415534
WA,7/12/2020,755,45872,-120.592492,47.411715
GA,7/12/2020,1302,131667,-83.426574,32.638481
FL,7/12/2020,10109,538789,-82.420978,28.260731
CA,7/12/2020,8855,395400,-119.662127,37.211164
MD,7/12/2020,809,110392,-76.687282,38.946466
LA,7/12/2020,2072,139189,-91.840238,30.921314
LA,7/13/2020,3380,142569,-91.840238,30.921314
NY,7/13/2020,949,467778,-75.59655,42.921241
GA,7/13/2020,5075,136742,-83.426574,32.638481
WA,7/13/2020,719,46591,-120.592492,47.411715
OH,7/13/2020,1143,75395,-82.70936,40.415534
CA,7/13/2020,10433,405833,-119.662127,37.211164
FL,7/13/2020,14297,553086,-82.420978,28.260731
MD,7/13/2020,3027,113419,-76.687282,38.946466
FL,7/14/2020,17016,570102,-82.420978,28.260731
OH,7/14/2020,1850,77245,-82.70936,40.415534
WA,7/14/2020,756,47347,-120.592492,47.411715
CA,7/14/2020,10657,416490,-119.662127,37.211164
NY,7/14/2020,989,468767,-75.59655,42.921241
LA,7/14/2020,3538,146107,-91.840238,30.921314
MD,7/14/2020,1280,114699,-76.687282,38.946466
GA,7/14/2020,4471,141213,-83.426574,32.638481
MD,7/15/2020,1254,115953,-76.687282,38.946466
WA,7/15/2020,978,48325,-120.592492,47.411715
GA,7/15/2020,4160,145373,-83.426574,32.638481
CA,7/15/2020,11487,427977,-119.662127,37.211164
NY,7/15/2020,975,469742,-75.59655,42.921241
OH,7/15/2020,1723,78968,-82.70936,40.415534
LA,7/15/2020,3526,149633,-91.840238,30.921314
FL,7/15/2020,17436,587538,-82.420978,28.260731
MD,7/16/2020,1210,117163,-76.687282,38.946466
GA,7/16/2020,4572,149945,-83.426574,32.638481
OH,7/16/2020,1704,80672,-82.70936,40.415534
LA,7/16/2020,3147,152780,-91.840238,30.921314
NY,7/16/2020,989,470731,-75.59655,42.921241
CA,7/16/2020,11735,439712,-119.662127,37.211164
FL,7/16/2020,18514,606052,-82.420978,28.260731
WA,7/16/2020,920,49245,-120.592492,47.411715
NY,7/17/2020,904,471635,-75.59655,42.921241
CA,7/17/2020,11047,450759,-119.662127,37.211164
OH,7/17/2020,1769,82441,-82.70936,40.415534
WA,7/17/2020,793,50038,-120.592492,47.411715
FL,7/17/2020,17866,623918,-82.420978,28.260731
MD,7/17/2020,1617,118780,-76.687282,38.946466
LA,7/17/2020,2774,155554,-91.840238,30.921314
GA,7/17/2020,3829,153774,-83.426574,32.638481
LA,7/18/2020,2089,157643,-91.840238,30.921314
FL,7/18/2020,15243,639161,-82.420978,28.260731
WA,7/18/2020,750,50788,-120.592492,47.411715
MD,7/18/2020,1431,120211,-76.687282,38.946466
OH,7/18/2020,1423,83864,-82.70936,40.415534
CA,7/18/2020,9519,460278,-119.662127,37.211164
NY,7/18/2020,750,472385,-75.59655,42.921241
GA,7/18/2020,2026,155800,-83.426574,32.638481
OH,7/19/2020,1100,84964,-82.70936,40.415534
GA,7/19/2020,1078,156878,-83.426574,32.638481
NY,7/19/2020,823,473208,-75.59655,42.921241
MD,7/19/2020,1068,121279,-76.687282,38.946466
CA,7/19/2020,9157,469435,-119.662127,37.211164
FL,7/19/2020,9305,648466,-82.420978,28.260731
LA,7/19/2020,1426,159069,-91.840238,30.921314
WA,7/19/2020,766,51554,-120.592492,47.411715
NY,7/2/2020,536,459268,-75.59655,42.921241
WA,7/2/2020,538,39762,-120.592492,47.411715
MD,7/2/2020,1044,101624,-76.687282,38.946466
LA,7/2/2020,2820,112679,-91.840238,30.921314
OH,7/2/2020,1353,61449,-82.70936,40.415534
GA,7/2/2020,4024,100294,-83.426574,32.638481
FL,7/2/2020,19119,384524,-82.420978,28.260731
CA,7/2/2020,9858,302861,-119.662127,37.211164
MD,7/20/2020,1561,122840,-76.687282,38.946466
OH,7/20/2020,1334,86298,-82.70936,40.415534
GA,7/20/2020,4558,161436,-83.426574,32.638481
NY,7/20/2020,752,473960,-75.59655,42.921241
LA,7/20/2020,3224,162293,-91.840238,30.921314
WA,7/20/2020,618,52172,-120.592492,47.411715
FL,7/20/2020,17415,665881,-82.420978,28.260731
CA,7/20/2020,11110,480545,-119.662127,37.211164
NY,7/21/2020,715,474675,-75.59655,42.921241
FL,7/21/2020,16975,682856,-82.420978,28.260731
CA,7/21/2020,11581,492126,-119.662127,37.211164
LA,7/21/2020,3449,165742,-91.840238,30.921314
GA,7/21/2020,3719,165155,-83.426574,32.638481
OH,7/21/2020,1560,87858,-82.70936,40.415534
MD,7/21/2020,1475,124315,-76.687282,38.946466
WA,7/21/2020,722,52894,-120.592492,47.411715
