state,date,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,Longitude,Latitude
WA,9/23/2020,26.0,2.0,-120.592492,47.411715
CA,9/22/2020,319.0,6.0,-119.662127,37.211164
FL,9/22/2020,310.0,19.0,-82.420978,28.260731
GA,9/22/2020,166.0,8.0,-83.426574,32.638481
LA,9/22/2020,91.0,0.0,-91.840238,30.921314
MD,9/22/2020,49.0,2.0,-76.687282,38.946466
NY,9/22/2020,87.0,4.0,-75.59655,42.921241
OH,9/22/2020,79.0,3.0,-82.70936,40.415534
WA,9/22/2020,25.0,0.0,-120.592492,47.411715
CA,9/21/2020,295.0,5.0,-119.662127,37.211164
FL,9/21/2020,228.0,21.0,-82.420978,28.260731
GA,9/21/2020,169.0,8.0,-83.426574,32.638481
LA,9/21/2020,69.0,0.0,-91.840238,30.921314
MD,9/21/2020,32.0,0.0,-76.687282,38.946466
NY,9/21/2020,76.0,2.0,-75.59655,42.921241
OH,9/21/2020,76.0,1.0,-82.70936,40.415534
WA,9/21/2020,29.0,0.0,-120.592492,47.411715
CA,9/20/2020,301.0,4.0,-119.662127,37.211164
FL,9/20/2020,250.0,7.0,-82.420978,28.260731
GA,9/20/2020,157.0,12.0,-83.426574,32.638481
LA,9/20/2020,67.0,0.0,-91.840238,30.921314
MD,9/20/2020,41.0,0.0,-76.687282,38.946466
NY,9/20/2020,63.0,4.0,-75.59655,42.921241
OH,9/20/2020,69.0,1.0,-82.70936,40.415534
WA,9/20/2020,22.0,0.0,-120.592492,47.411715
CA,9/19/2020,321.0,2.0,-119.662127,37.211164
FL,9/19/2020,287.0,15.0,-82.420978,28.260731
GA,9/19/2020,187.0,8.0,-83.426574,32.638481
LA,9/19/2020,76.0,0.0,-91.840238,30.921314
MD,9/19/2020,37.0,0.0,-76.687282,38.946466
NY,9/19/2020,105.0,2.0,-75.59655,42.921241
OH,9/19/2020,87.0,2.0,-82.70936,40.415534
WA,9/19/2020,31.0,1.0,-120.592492,47.411715
CA,9/18/2020,341.0,13.0,-119.662127,37.211164
FL,9/18/2020,339.0,7.0,-82.420978,28.260731
GA,9/18/2020,195.0,6.0,-83.426574,32.638481
LA,9/18/2020,79.0,0.0,-91.840238,30.921314
MD,9/18/2020,36.0,0.0,-76.687282,38.946466
NY,9/18/2020,80.0,4.0,-75.59655,42.921241
OH,9/18/2020,98.0,0.0,-82.70936,40.415534
WA,9/18/2020,35.0,0.0,-120.592492,47.411715
CA,9/17/2020,311.0,10.0,-119.662127,37.211164
FL,9/17/2020,316.0,4.0,-82.420978,28.260731
GA,9/17/2020,193.0,7.0,-83.426574,32.638481
LA,9/17/2020,90.0,2.0,-91.840238,30.921314
MD,9/17/2020,53.0,0.0,-76.687282,38.946466
NY,9/17/2020,91.0,3.0,-75.59655,42.921241
OH,9/17/2020,93.0,0.0,-82.70936,40.415534
WA,9/17/2020,28.0,1.0,-120.592492,47.411715
CA,9/16/2020,344.0,5.0,-119.662127,37.211164
FL,9/16/2020,295.0,10.0,-82.420978,28.260731
GA,9/16/2020,183.0,9.0,-83.426574,32.638481
LA,9/16/2020,77.0,2.0,-91.840238,30.921314
MD,9/16/2020,49.0,1.0,-76.687282,38.946466
NY,9/16/2020,89.0,3.0,-75.59655,42.921241
OH,9/16/2020,77.0,2.0,-82.70936,40.415534
WA,9/16/2020,31.0,1.0,-120.592492,47.411715
CA,9/15/2020,314.0,7.0,-119.662127,37.211164
FL,9/15/2020,308.0,6.0,-82.420978,28.260731
GA,9/15/2020,184.0,10.0,-83.426574,32.638481
LA,9/15/2020,90.0,1.0,-91.840238,30.921314
MD,9/15/2020,47.0,0.0,-76.687282,38.946466
NY,9/15/2020,75.0,3.0,-75.59655,42.921241
OH,9/15/2020,80.0,2.0,-82.70936,40.415534
WA,9/15/2020,25.0,0.0,-120.592492,47.411715
CA,9/14/2020,301.0,4.0,-119.662127,37.211164
FL,9/14/2020,215.0,10.0,-82.420978,28.260731
GA,9/14/2020,150.0,8.0,-83.426574,32.638481
LA,9/14/2020,91.0,0.0,-91.840238,30.921314
MD,9/14/2020,42.0,0.0,-76.687282,38.946466
NY,9/14/2020,82.0,3.0,-75.59655,42.921241
OH,9/14/2020,87.0,2.0,-82.70936,40.415534
WA,9/14/2020,30.0,0.0,-120.592492,47.411715
CA,9/13/2020,322.0,8.0,-119.662127,37.211164
FL,9/13/2020,258.0,2.0,-82.420978,28.260731
GA,9/13/2020,729.0,14.0,-83.426574,32.638481
LA,9/13/2020,81.0,1.0,-91.840238,30.921314
MD,9/13/2020,45.0,0.0,-76.687282,38.946466
NY,9/13/2020,73.0,2.0,-75.59655,42.921241
OH,9/13/2020,67.0,1.0,-82.70936,40.415534
WA,9/13/2020,21.0,1.0,-120.592492,47.411715
CA,9/12/2020,341.0,7.0,-119.662127,37.211164
FL,9/12/2020,321.0,4.0,-82.420978,28.260731
GA,9/12/2020,704.0,14.0,-83.426574,32.638481
LA,9/12/2020,79.0,1.0,-91.840238,30.921314
MD,9/12/2020,51.0,0.0,-76.687282,38.946466
NY,9/12/2020,88.0,1.0,-75.59655,42.921241
OH,9/12/2020,88.0,3.0,-82.70936,40.415534
WA,9/12/2020,23.0,0.0,-120.592492,47.411715
CA,9/11/2020,402.0,6.0,-119.662127,37.211164
FL,9/11/2020,278.0,9.0,-82.420978,28.260731
GA,9/11/2020,726.0,14.0,-83.426574,32.638481
LA,9/11/2020,89.0,1.0,-91.840238,30.921314
MD,9/11/2020,53.0,0.0,-76.687282,38.946466
NY,9/11/2020,80.0,2.0,-75.59655,42.921241
OH,9/11/2020,79.0,3.0,-82.70936,40.415534
WA,9/11/2020,26.0,0.0,-120.592492,47.411715
CA,9/10/2020,357.0,3.0,-119.662127,37.211164
FL,9/10/2020,340.0,14.0,-82.420978,28.260731
GA,9/10/2020,705.0,15.0,-83.426574,32.638481
LA,9/10/2020,104.0,2.0,-91.840238,30.921314
MD,9/10/2020,45.0,0.0,-76.687282,38.946466
NY,9/10/2020,92.0,2.0,-75.59655,42.921241
OH,9/10/2020,100.0,1.0,-82.70936,40.415534
WA,9/10/2020,16.0,1.0,-120.592492,47.411715
CA,9/9/2020,401.0,4.0,-119.662127,37.211164
FL,9/9/2020,309.0,16.0,-82.420978,28.260731
GA,9/9/2020,720.0,13.0,-83.426574,32.638481
LA,9/9/2020,98.0,1.0,-91.840238,30.921314
MD,9/9/2020,38.0,0.0,-76.687282,38.946466
NY,9/9/2020,102.0,1.0,-75.59655,42.921241
OH,9/9/2020,83.0,2.0,-82.70936,40.415534
WA,9/9/2020,31.0,0.0,-120.592492,47.411715
CA,9/8/2020,386.0,9.0,-119.662127,37.211164
FL,9/8/2020,294.0,5.0,-82.420978,28.260731
GA,9/8/2020,175.0,7.0,-83.426574,32.638481
LA,9/8/2020,103.0,1.0,-91.840238,30.921314
MD,9/8/2020,44.0,0.0,-76.687282,38.946466
NY,9/8/2020,82.0,1.0,-75.59655,42.921241
OH,9/8/2020,70.0,2.0,-82.70936,40.415534
WA,9/8/2020,35.0,0.0,-120.592492,47.411715
CA,9/7/2020,381.0,6.0,-119.662127,37.211164
FL,9/7/2020,269.0,7.0,-82.420978,28.260731
GA,9/7/2020,170.0,8.0,-83.426574,32.638481
LA,9/7/2020,105.0,0.0,-91.840238,30.921314
MD,9/7/2020,40.0,0.0,-76.687282,38.946466
NY,9/7/2020,75.0,3.0,-75.59655,42.921241
OH,9/7/2020,79.0,1.0,-82.70936,40.415534
WA,9/7/2020,30.0,0.0,-120.592492,47.411715
CA,9/6/2020,381.0,1.0,-119.662127,37.211164
FL,9/6/2020,277.0,5.0,-82.420978,28.260731
GA,9/6/2020,207.0,10.0,-83.426574,32.638481
LA,9/6/2020,75.0,1.0,-91.840238,30.921314
MD,9/6/2020,35.0,1.0,-76.687282,38.946466
NY,9/6/2020,66.0,1.0,-75.59655,42.921241
OH,9/6/2020,79.0,3.0,-82.70936,40.415534
WA,9/6/2020,34.0,0.0,-120.592492,47.411715
CA,9/5/2020,421.0,2.0,-119.662127,37.211164
FL,9/5/2020,332.0,18.0,-82.420978,28.260731
GA,9/5/2020,244.0,5.0,-83.426574,32.638481
LA,9/5/2020,93.0,2.0,-91.840238,30.921314
MD,9/5/2020,45.0,1.0,-76.687282,38.946466
NY,9/5/2020,72.0,2.0,-75.59655,42.921241
OH,9/5/2020,106.0,4.0,-82.70936,40.415534
WA,9/5/2020,32.0,0.0,-120.592492,47.411715
CA,9/4/2020,394.0,11.0,-119.662127,37.211164
FL,9/4/2020,375.0,10.0,-82.420978,28.260731
GA,9/4/2020,229.0,12.0,-83.426574,32.638481
LA,9/4/2020,79.0,2.0,-91.840238,30.921314
MD,9/4/2020,47.0,0.0,-76.687282,38.946466
NY,9/4/2020,81.0,2.0,-75.59655,42.921241
OH,9/4/2020,88.0,5.0,-82.70936,40.415534
WA,9/4/2020,37.0,0.0,-120.592492,47.411715
CA,9/3/2020,398.0,8.0,-119.662127,37.211164
FL,9/3/2020,367.0,10.0,-82.420978,28.260731
GA,9/3/2020,242.0,20.0,-83.426574,32.638481
LA,9/3/2020,90.0,0.0,-91.840238,30.921314
MD,9/3/2020,48.0,0.0,-76.687282,38.946466
NY,9/3/2020,72.0,2.0,-75.59655,42.921241
OH,9/3/2020,103.0,3.0,-82.70936,40.415534
WA,9/3/2020,52.0,0.0,-120.592492,47.411715
CA,9/2/2020,430.0,7.0,-119.662127,37.211164
FL,9/2/2020,385.0,11.0,-82.420978,28.260731
GA,9/2/2020,238.0,15.0,-83.426574,32.638481
LA,9/2/2020,76.0,0.0,-91.840238,30.921314
MD,9/2/2020,52.0,0.0,-76.687282,38.946466
NY,9/2/2020,58.0,2.0,-75.59655,42.921241
OH,9/2/2020,102.0,2.0,-82.70936,40.415534
WA,9/2/2020,45.0,0.0,-120.592492,47.411715
CA,9/1/2020,455.0,6.0,-119.662127,37.211164
FL,9/1/2020,398.0,8.0,-82.420978,28.260731
GA,9/1/2020,234.0,13.0,-83.426574,32.638481
LA,9/1/2020,81.0,0.0,-91.840238,30.921314
MD,9/1/2020,36.0,1.0,-76.687282,38.946466
NY,9/1/2020,87.0,3.0,-75.59655,42.921241
OH,9/1/2020,109.0,4.0,-82.70936,40.415534
WA,9/1/2020,18.0,0.0,-120.592492,47.411715
CA,8/31/2020,367.0,3.0,-119.662127,37.211164
FL,8/31/2020,339.0,3.0,-82.420978,28.260731
GA,8/31/2020,199.0,13.0,-83.426574,32.638481
LA,8/31/2020,82.0,0.0,-91.840238,30.921314
MD,8/31/2020,39.0,0.0,-76.687282,38.946466
NY,8/31/2020,62.0,0.0,-75.59655,42.921241
OH,8/31/2020,80.0,4.0,-82.70936,40.415534
WA,8/31/2020,18.0,0.0,-120.592492,47.411715
CA,8/30/2020,405.0,7.0,-119.662127,37.211164
FL,8/30/2020,332.0,9.0,-82.420978,28.260731
GA,8/30/2020,219.0,13.0,-83.426574,32.638481
LA,8/30/2020,85.0,1.0,-91.840238,30.921314
MD,8/30/2020,40.0,0.0,-76.687282,38.946466
NY,8/30/2020,56.0,0.0,-75.59655,42.921241
OH,8/30/2020,71.0,2.0,-82.70936,40.415534
WA,8/30/2020,16.0,0.0,-120.592492,47.411715
CA,8/29/2020,433.0,3.0,-119.662127,37.211164
FL,8/29/2020,422.0,14.0,-82.420978,28.260731
GA,8/29/2020,218.0,13.0,-83.426574,32.638481
LA,8/29/2020,105.0,0.0,-91.840238,30.921314
MD,8/29/2020,45.0,0.0,-76.687282,38.946466
NY,8/29/2020,66.0,0.0,-75.59655,42.921241
OH,8/29/2020,87.0,2.0,-82.70936,40.415534
WA,8/29/2020,25.0,0.0,-120.592492,47.411715
CA,8/28/2020,416.0,8.0,-119.662127,37.211164
FL,8/28/2020,384.0,5.0,-82.420978,28.260731
GA,8/28/2020,228.0,13.0,-83.426574,32.638481
LA,8/28/2020,83.0,0.0,-91.840238,30.921314
MD,8/28/2020,55.0,0.0,-76.687282,38.946466
NY,8/28/2020,80.0,1.0,-75.59655,42.921241
OH,8/28/2020,107.0,3.0,-82.70936,40.415534
WA,8/28/2020,26.0,0.0,-120.592492,47.411715
CA,8/27/2020,402.0,6.0,-119.662127,37.211164
FL,8/27/2020,415.0,13.0,-82.420978,28.260731
GA,8/27/2020,260.0,17.0,-83.426574,32.638481
LA,8/27/2020,81.0,0.0,-91.840238,30.921314
MD,8/27/2020,41.0,2.0,-76.687282,38.946466
NY,8/27/2020,81.0,3.0,-75.59655,42.921241
OH,8/27/2020,96.0,3.0,-82.70936,40.415534
WA,8/27/2020,25.0,0.0,-120.592492,47.411715
CA,8/26/2020,490.0,8.0,-119.662127,37.211164
FL,8/26/2020,457.0,9.0,-82.420978,28.260731
GA,8/26/2020,217.0,14.0,-83.426574,32.638481
LA,8/26/2020,136.0,0.0,-91.840238,30.921314
MD,8/26/2020,63.0,0.0,-76.687282,38.946466
NY,8/26/2020,79.0,1.0,-75.59655,42.921241
OH,8/26/2020,94.0,0.0,-82.70936,40.415534
WA,8/26/2020,19.0,1.0,-120.592492,47.411715
CA,8/25/2020,450.0,5.0,-119.662127,37.211164
FL,8/25/2020,466.0,5.0,-82.420978,28.260731
GA,8/25/2020,212.0,11.0,-83.426574,32.638481
LA,8/25/2020,127.0,0.0,-91.840238,30.921314
MD,8/25/2020,52.0,0.0,-76.687282,38.946466
NY,8/25/2020,78.0,0.0,-75.59655,42.921241
OH,8/25/2020,95.0,2.0,-82.70936,40.415534
WA,8/25/2020,28.0,0.0,-120.592492,47.411715
CA,8/24/2020,436.0,9.0,-119.662127,37.211164
FL,8/24/2020,412.0,11.0,-82.420978,28.260731
GA,8/24/2020,190.0,17.0,-83.426574,32.638481
LA,8/24/2020,96.0,0.0,-91.840238,30.921314
MD,8/24/2020,48.0,1.0,-76.687282,38.946466
NY,8/24/2020,62.0,0.0,-75.59655,42.921241
OH,8/24/2020,84.0,3.0,-82.70936,40.415534
WA,8/24/2020,13.0,0.0,-120.592492,47.411715
CA,8/23/2020,469.0,13.0,-119.662127,37.211164
FL,8/23/2020,405.0,4.0,-82.420978,28.260731
GA,8/23/2020,198.0,13.0,-83.426574,32.638481
LA,8/23/2020,78.0,0.0,-91.840238,30.921314
MD,8/23/2020,46.0,1.0,-76.687282,38.946466
NY,8/23/2020,72.0,1.0,-75.59655,42.921241
OH,8/23/2020,89.0,0.0,-82.70936,40.415534
WA,8/23/2020,12.0,0.0,-120.592492,47.411715
CA,8/22/2020,482.0,13.0,-119.662127,37.211164
FL,8/22/2020,502.0,3.0,-82.420978,28.260731
GA,8/22/2020,223.0,8.0,-83.426574,32.638481
LA,8/22/2020,119.0,0.0,-91.840238,30.921314
MD,8/22/2020,53.0,1.0,-76.687282,38.946466
NY,8/22/2020,455.0,0.0,-75.59655,42.921241
OH,8/22/2020,81.0,3.0,-82.70936,40.415534
WA,8/22/2020,17.0,1.0,-120.592492,47.411715
CA,8/21/2020,458.0,10.0,-119.662127,37.211164
FL,8/21/2020,492.0,13.0,-82.420978,28.260731
GA,8/21/2020,238.0,7.0,-83.426574,32.638481
LA,8/21/2020,115.0,0.0,-91.840238,30.921314
MD,8/21/2020,47.0,0.0,-76.687282,38.946466
NY,8/21/2020,67.0,2.0,-75.59655,42.921241
OH,8/21/2020,103.0,3.0,-82.70936,40.415534
WA,8/21/2020,20.0,1.0,-120.592492,47.411715
CA,8/20/2020,499.0,9.0,-119.662127,37.211164
FL,8/20/2020,479.0,5.0,-82.420978,28.260731
GA,8/20/2020,265.0,6.0,-83.426574,32.638481
LA,8/20/2020,121.0,0.0,-91.840238,30.921314
MD,8/20/2020,55.0,1.0,-76.687282,38.946466
NY,8/20/2020,73.0,1.0,-75.59655,42.921241
OH,8/20/2020,99.0,2.0,-82.70936,40.415534
WA,8/20/2020,26.0,0.0,-120.592492,47.411715
CA,8/19/2020,457.0,10.0,-119.662127,37.211164
FL,8/19/2020,520.0,11.0,-82.420978,28.260731
GA,8/19/2020,292.0,8.0,-83.426574,32.638481
LA,8/19/2020,132.0,0.0,-91.840238,30.921314
MD,8/19/2020,60.0,0.0,-76.687282,38.946466
NY,8/19/2020,68.0,4.0,-75.59655,42.921241
OH,8/19/2020,86.0,3.0,-82.70936,40.415534
WA,8/19/2020,23.0,0.0,-120.592492,47.411715
CA,8/18/2020,527.0,11.0,-119.662127,37.211164
FL,8/18/2020,518.0,14.0,-82.420978,28.260731
GA,8/18/2020,310.0,11.0,-83.426574,32.638481
LA,8/18/2020,157.0,0.0,-91.840238,30.921314
MD,8/18/2020,69.0,0.0,-76.687282,38.946466
NY,8/18/2020,87.0,2.0,-75.59655,42.921241
OH,8/18/2020,98.0,1.0,-82.70936,40.415534
WA,8/18/2020,25.0,0.0,-120.592492,47.411715
CA,8/17/2020,522.0,7.0,-119.662127,37.211164
FL,8/17/2020,478.0,11.0,-82.420978,28.260731
GA,8/17/2020,867.0,11.0,-83.426574,32.638481
LA,8/17/2020,154.0,0.0,-91.840238,30.921314
MD,8/17/2020,57.0,0.0,-76.687282,38.946466
NY,8/17/2020,55.0,0.0,-75.59655,42.921241
OH,8/17/2020,90.0,3.0,-82.70936,40.415534
WA,8/17/2020,28.0,0.0,-120.592492,47.411715
CA,8/16/2020,507.0,5.0,-119.662127,37.211164
FL,8/16/2020,455.0,5.0,-82.420978,28.260731
GA,8/16/2020,303.0,13.0,-83.426574,32.638481
LA,8/16/2020,115.0,0.0,-91.840238,30.921314
MD,8/16/2020,50.0,0.0,-76.687282,38.946466
NY,8/16/2020,63.0,0.0,-75.59655,42.921241
OH,8/16/2020,86.0,2.0,-82.70936,40.415534
WA,8/16/2020,39.0,0.0,-120.592492,47.411715
CA,8/15/2020,624.0,11.0,-119.662127,37.211164
FL,8/15/2020,576.0,13.0,-82.420978,28.260731
GA,8/15/2020,312.0,13.0,-83.426574,32.638481
LA,8/15/2020,134.0,0.0,-91.840238,30.921314
MD,8/15/2020,64.0,0.0,-76.687282,38.946466
NY,8/15/2020,73.0,2.0,-75.59655,42.921241
OH,8/15/2020,105.0,1.0,-82.70936,40.415534
WA,8/15/2020,44.0,0.0,-120.592492,47.411715
CA,8/14/2020,629.0,16.0,-119.662127,37.211164
FL,8/14/2020,594.0,13.0,-82.420978,28.260731
GA,8/14/2020,285.0,12.0,-83.426574,32.638481
LA,8/14/2020,134.0,0.0,-91.840238,30.921314
MD,8/14/2020,58.0,1.0,-76.687282,38.946466
NY,8/14/2020,73.0,2.0,-75.59655,42.921241
OH,8/14/2020,123.0,1.0,-82.70936,40.415534
WA,8/14/2020,39.0,0.0,-120.592492,47.411715
CA,8/13/2020,554.0,10.0,-119.662127,37.211164
FL,8/13/2020,546.0,17.0,-82.420978,28.260731
GA,8/13/2020,257.0,28.0,-83.426574,32.638481
LA,8/13/2020,143.0,0.0,-91.840238,30.921314
MD,8/13/2020,51.0,1.0,-76.687282,38.946466
NY,8/13/2020,77.0,2.0,-75.59655,42.921241
OH,8/13/2020,69.0,3.0,-82.70936,40.415534
WA,8/13/2020,24.0,0.0,-120.592492,47.411715
CA,8/12/2020,618.0,15.0,-119.662127,37.211164
FL,8/12/2020,561.0,12.0,-82.420978,28.260731
GA,8/12/2020,206.0,29.0,-83.426574,32.638481
LA,8/12/2020,156.0,0.0,-91.840238,30.921314
MD,8/12/2020,58.0,1.0,-76.687282,38.946466
NY,8/12/2020,72.0,0.0,-75.59655,42.921241
OH,8/12/2020,87.0,4.0,-82.70936,40.415534
WA,8/12/2020,24.0,0.0,-120.592492,47.411715
CA,8/11/2020,699.0,18.0,-119.662127,37.211164
FL,8/11/2020,581.0,16.0,-82.420978,28.260731
GA,8/11/2020,191.0,23.0,-83.426574,32.638481
LA,8/11/2020,169.0,1.0,-91.840238,30.921314
MD,8/11/2020,61.0,1.0,-76.687282,38.946466
NY,8/11/2020,88.0,2.0,-75.59655,42.921241
OH,8/11/2020,70.0,3.0,-82.70936,40.415534
WA,8/11/2020,39.0,0.0,-120.592492,47.411715
CA,8/10/2020,606.0,15.0,-119.662127,37.211164
FL,8/10/2020,535.0,14.0,-82.420978,28.260731
GA,8/10/2020,152.0,22.0,-83.426574,32.638481
LA,8/10/2020,144.0,2.0,-91.840238,30.921314
MD,8/10/2020,48.0,2.0,-76.687282,38.946466
NY,8/10/2020,65.0,1.0,-75.59655,42.921241
OH,8/10/2020,70.0,1.0,-82.70936,40.415534
WA,8/10/2020,26.0,0.0,-120.592492,47.411715
CA,8/9/2020,610.0,31.0,-119.662127,37.211164
FL,8/9/2020,527.0,10.0,-82.420978,28.260731
GA,8/9/2020,141.0,19.0,-83.426574,32.638481
LA,8/9/2020,153.0,1.0,-91.840238,30.921314
MD,8/9/2020,53.0,0.0,-76.687282,38.946466
NY,8/9/2020,56.0,0.0,-75.59655,42.921241
OH,8/9/2020,66.0,1.0,-82.70936,40.415534
WA,8/9/2020,25.0,0.0,-120.592492,47.411715
CA,8/8/2020,701.0,24.0,-119.662127,37.211164
FL,8/8/2020,586.0,11.0,-82.420978,28.260731
GA,8/8/2020,176.0,19.0,-83.426574,32.638481
LA,8/8/2020,166.0,2.0,-91.840238,30.921314
MD,8/8/2020,51.0,0.0,-76.687282,38.946466
NY,8/8/2020,68.0,0.0,-75.59655,42.921241
OH,8/8/2020,57.0,2.0,-82.70936,40.415534
WA,8/8/2020,27.0,0.0,-120.592492,47.411715
CA,8/7/2020,688.0,22.0,-119.662127,37.211164
FL,8/7/2020,664.0,7.0,-82.420978,28.260731
GA,8/7/2020,191.0,16.0,-83.426574,32.638481
LA,8/7/2020,160.0,4.0,-91.840238,30.921314
MD,8/7/2020,65.0,0.0,-76.687282,38.946466
NY,8/7/2020,79.0,0.0,-75.59655,42.921241
OH,8/7/2020,59.0,3.0,-82.70936,40.415534
WA,8/7/2020,19.0,0.0,-120.592492,47.411715
CA,8/6/2020,713.0,14.0,-119.662127,37.211164
FL,8/6/2020,666.0,7.0,-82.420978,28.260731
GA,8/6/2020,184.0,14.0,-83.426574,32.638481
LA,8/6/2020,177.0,4.0,-91.840238,30.921314
MD,8/6/2020,60.0,0.0,-76.687282,38.946466
NY,8/6/2020,84.0,2.0,-75.59655,42.921241
OH,8/6/2020,61.0,2.0,-82.70936,40.415534
WA,8/6/2020,43.0,1.0,-120.592492,47.411715
CA,8/5/2020,710.0,24.0,-119.662127,37.211164
FL,8/5/2020,656.0,9.0,-82.420978,28.260731
GA,8/5/2020,209.0,16.0,-83.426574,32.638481
LA,8/5/2020,160.0,2.0,-91.840238,30.921314
MD,8/5/2020,65.0,3.0,-76.687282,38.946466
NY,8/5/2020,73.0,0.0,-75.59655,42.921241
OH,8/5/2020,72.0,1.0,-82.70936,40.415534
WA,8/5/2020,30.0,0.0,-120.592492,47.411715
CA,8/4/2020,705.0,16.0,-119.662127,37.211164
FL,8/4/2020,684.0,15.0,-82.420978,28.260731
GA,8/4/2020,201.0,9.0,-83.426574,32.638481
LA,8/4/2020,194.0,1.0,-91.840238,30.921314
MD,8/4/2020,56.0,0.0,-76.687282,38.946466
NY,8/4/2020,75.0,1.0,-75.59655,42.921241
OH,8/4/2020,79.0,2.0,-82.70936,40.415534
WA,8/4/2020,29.0,0.0,-120.592492,47.411715
CA,8/3/2020,717.0,15.0,-119.662127,37.211164
FL,8/3/2020,583.0,8.0,-82.420978,28.260731
GA,8/3/2020,180.0,8.0,-83.426574,32.638481
LA,8/3/2020,139.0,2.0,-91.840238,30.921314
MD,8/3/2020,54.0,0.0,-76.687282,38.946466
NY,8/3/2020,88.0,0.0,-75.59655,42.921241
OH,8/3/2020,66.0,2.0,-82.70936,40.415534
WA,8/3/2020,29.0,0.0,-120.592492,47.411715
CA,8/2/2020,685.0,16.0,-119.662127,37.211164
FL,8/2/2020,591.0,13.0,-82.420978,28.260731
GA,8/2/2020,208.0,17.0,-83.426574,32.638481
LA,8/2/2020,175.0,1.0,-91.840238,30.921314
MD,8/2/2020,48.0,0.0,-76.687282,38.946466
NY,8/2/2020,69.0,0.0,-75.59655,42.921241
OH,8/2/2020,58.0,1.0,-82.70936,40.415534
WA,8/2/2020,21.0,0.0,-120.592492,47.411715
CA,8/1/2020,714.0,13.0,-119.662127,37.211164
FL,8/1/2020,717.0,8.0,-82.420978,28.260731
GA,8/1/2020,235.0,17.0,-83.426574,32.638481
WA,3/28/2021,32.0,1.0,-120.592492,47.411715
CA,3/27/2021,298.0,8.0,-119.662127,37.211164
FL,3/27/2021,450.0,9.0,-82.420978,28.260731
GA,3/27/2021,212.0,11.0,-83.426574,32.638481
LA,3/27/2021,43.0,1.0,-91.840238,30.921314
MD,3/27/2021,139.0,1.0,-76.687282,38.946466
NY,3/27/2021,616.0,8.0,-75.59655,42.921241
OH,3/27/2021,223.0,11.0,-82.70936,40.415534
WA,3/27/2021,29.0,1.0,-120.592492,47.411715
CA,3/26/2021,305.0,14.0,-119.662127,37.211164
FL,3/26/2021,525.0,10.0,-82.420978,28.260731
GA,3/26/2021,222.0,10.0,-83.426574,32.638481
LA,3/26/2021,51.0,2.0,-91.840238,30.921314
MD,3/26/2021,142.0,0.0,-76.687282,38.946466
NY,3/26/2021,581.0,14.0,-75.59655,42.921241
OH,3/26/2021,170.0,5.0,-82.70936,40.415534
WA,3/26/2021,41.0,0.0,-120.592492,47.411715
CA,3/25/2021,301.0,4.0,-119.662127,37.211164
FL,3/25/2021,467.0,5.0,-82.420978,28.260731
GA,3/25/2021,235.0,13.0,-83.426574,32.638481
LA,3/25/2021,42.0,1.0,-91.840238,30.921314
MD,3/25/2021,140.0,2.0,-76.687282,38.946466
NY,3/25/2021,604.0,8.0,-75.59655,42.921241
OH,3/25/2021,178.0,6.0,-82.70936,40.415534
WA,3/25/2021,45.0,1.0,-120.592492,47.411715
CA,3/24/2021,343.0,9.0,-119.662127,37.211164
FL,3/24/2021,445.0,14.0,-82.420978,28.260731
GA,3/24/2021,242.0,9.0,-83.426574,32.638481
LA,3/24/2021,59.0,1.0,-91.840238,30.921314
MD,3/24/2021,130.0,0.0,-76.687282,38.946466
NY,3/24/2021,562.0,8.0,-75.59655,42.921241
OH,3/24/2021,170.0,12.0,-82.70936,40.415534
WA,3/24/2021,43.0,0.0,-120.592492,47.411715
CA,3/23/2021,302.0,6.0,-119.662127,37.211164
FL,3/23/2021,494.0,13.0,-82.420978,28.260731
GA,3/23/2021,236.0,12.0,-83.426574,32.638481
LA,3/23/2021,48.0,2.0,-91.840238,30.921314
MD,3/23/2021,149.0,1.0,-76.687282,38.946466
NY,3/23/2021,573.0,11.0,-75.59655,42.921241
OH,3/23/2021,177.0,7.0,-82.70936,40.415534
WA,3/23/2021,41.0,1.0,-120.592492,47.411715
CA,3/22/2021,271.0,11.0,-119.662127,37.211164
FL,3/22/2021,359.0,15.0,-82.420978,28.260731
GA,3/22/2021,188.0,13.0,-83.426574,32.638481
LA,3/22/2021,44.0,3.0,-91.840238,30.921314
MD,3/22/2021,110.0,1.0,-76.687282,38.946466
NY,3/22/2021,526.0,8.0,-75.59655,42.921241
OH,3/22/2021,139.0,8.0,-82.70936,40.415534
WA,3/22/2021,24.0,2.0,-120.592492,47.411715
CA,3/21/2021,260.0,5.0,-119.662127,37.211164
FL,3/21/2021,372.0,8.0,-82.420978,28.260731
GA,3/21/2021,178.0,13.0,-83.426574,32.638481
LA,3/21/2021,35.0,2.0,-91.840238,30.921314
MD,3/21/2021,108.0,3.0,-76.687282,38.946466
NY,3/21/2021,478.0,15.0,-75.59655,42.921241
OH,3/21/2021,132.0,5.0,-82.70936,40.415534
WA,3/21/2021,22.0,1.0,-120.592492,47.411715
CA,3/20/2021,370.0,9.0,-119.662127,37.211164
FL,3/20/2021,436.0,7.0,-82.420978,28.260731
GA,3/20/2021,208.0,8.0,-83.426574,32.638481
